material_id,material_name,product_family,tds_found,industry_level_1,category_level_2,application_level_3,is_primary_application,application_function_details,validation_status
274,Paprika Oleoresin 1005,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
274,Paprika Oleoresin 1005,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
274,Paprika Oleoresin 1005,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
275,Paprika Oleoresin 1006,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
275,Paprika Oleoresin 1006,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
275,Paprika Oleoresin 1006,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
276,Paprika Oleoresin 1007,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
276,Paprika Oleoresin 1007,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
276,Paprika Oleoresin 1007,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
277,Paprika Oleoresin 1008,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
277,Paprika Oleoresin 1008,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
277,Paprika Oleoresin 1008,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
278,Paprika Oleoresin 1009,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
278,Paprika Oleoresin 1009,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
278,Paprika Oleoresin 1009,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
279,Paprika Oleoresin 1010,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
279,Paprika Oleoresin 1010,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
279,Paprika Oleoresin 1010,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
280,Paprika Oleoresin 1011,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
280,Paprika Oleoresin 1011,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
280,Paprika Oleoresin 1011,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
281,Paprika Oleoresin 1012,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
281,Paprika Oleoresin 1012,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
281,Paprika Oleoresin 1012,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
282,Paprika Oleoresin 1013,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
282,Paprika Oleoresin 1013,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
282,Paprika Oleoresin 1013,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
283,Paprika Oleoresin 1014,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
283,Paprika Oleoresin 1014,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
283,Paprika Oleoresin 1014,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
284,Paprika Oleoresin 1015,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
284,Paprika Oleoresin 1015,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
284,Paprika Oleoresin 1015,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
285,Paprika Oleoresin 1016,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
285,Paprika Oleoresin 1016,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
285,Paprika Oleoresin 1016,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
286,Paprika Oleoresin 1017,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
286,Paprika Oleoresin 1017,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
286,Paprika Oleoresin 1017,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
287,Paprika Oleoresin 1018,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
287,Paprika Oleoresin 1018,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
287,Paprika Oleoresin 1018,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
288,Paprika Oleoresin 1019,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
288,Paprika Oleoresin 1019,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
288,Paprika Oleoresin 1019,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
289,Paprika Oleoresin 1020,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
289,Paprika Oleoresin 1020,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
289,Paprika Oleoresin 1020,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
290,Paprika Oleoresin 1021,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
290,Paprika Oleoresin 1021,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
290,Paprika Oleoresin 1021,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
291,Paprika Oleoresin 1022,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
291,Paprika Oleoresin 1022,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
291,Paprika Oleoresin 1022,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
292,Paprika Oleoresin 1023,Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
292,Paprika Oleoresin 1023,Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
292,Paprika Oleoresin 1023,Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
293,"Paprika Oleoresin 40,000 CU",Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
293,"Paprika Oleoresin 40,000 CU",Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
293,"Paprika Oleoresin 40,000 CU",Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
294,"Paprika Oleoresin 40,000 CU OS",Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
294,"Paprika Oleoresin 40,000 CU OS",Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
294,"Paprika Oleoresin 40,000 CU OS",Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
295,"Paprika Oleoresin 40,000 CU WS",Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
295,"Paprika Oleoresin 40,000 CU WS",Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
295,"Paprika Oleoresin 40,000 CU WS",Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
296,"Paprika Oleoresin 60,000 CU",Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
296,"Paprika Oleoresin 60,000 CU",Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
